OBJID;BEGDA;ENDDA;STEXT
3912;01.10.2003;01.01.2006;УМ-7
3913;01.10.2003;01.01.2006;СМП-652
3914;01.10.2003;01.01.2006;ЭП-758
3915;01.10.2003;01.01.2006;СМП-378
3916;01.10.2003;01.01.2006;СМП-712
3917;01.10.2003;01.01.2006;СМП-16
3918;01.10.2003;01.01.2006;Уярский ЗЖБКИ
3919;01.10.2003;01.01.2006;Иланский ЗЖБКИ
3920;01.10.2003;01.01.2006;СМП-176
3921;01.10.2003;01.01.2006;СМП-178
3922;01.10.2003;01.01.2006;СМП-178
3923;01.10.2003;01.01.2006;СМП-178
3924;01.10.2003;01.01.2006;СМП-179
3925;01.10.2003;01.01.2006;СМП-179
3926;01.10.2003;01.01.2006;СМП-179
3927;01.10.2003;01.01.2006;ССМП-409
3928;01.10.2003;01.07.2009;ТРАНСКОНТЕЙНЕР
3930;01.10.2003;01.01.2006;СМП-409
3932;01.10.2003;01.01.2006;СМП-412
3939;01.10.2003;01.01.2006;СМП-412
3940;01.10.2003;01.01.2006;СМП-412
3941;01.10.2003;01.01.2006;СМП-749
3945;01.10.2003;01.07.2009;НКП
3946;01.10.2003;01.07.2009;Трансконтейнер
3948;01.10.2003;01.01.2006;СМП-749
3949;01.10.2003;01.01.2006;СМП-749
3950;01.10.2003;01.01.2006;СМП-750
3951;01.10.2003;01.01.2006;ЗСМ
3952;01.10.2003;01.01.2006;ЗСМ
3953;01.10.2003;01.01.2006;ЗСМ
3954;01.10.2003;01.01.2006;ЗСМ
3955;01.10.2003;01.07.2009;Трансконтейнер
3956;01.10.2003;01.07.2009;Трансконтейнер
3957;01.10.2003;01.07.2009;Трансконтейнер
3958;01.10.2003;01.07.2009;Трансконтейнер
3959;01.10.2003;01.07.2009;Трансконтейнер
3960;01.10.2003;01.07.2009;Трансконтейнер
3961;01.10.2003;01.07.2009;Трансконтейнер
3962;01.10.2003;01.01.2008;СМП-661
3963;01.10.2003;01.01.2008;МСП-429
3964;01.10.2003;01.01.2008;БКЗ
3965;01.10.2003;01.01.2008;ХСМУ Карасук
3966;01.10.2003;01.01.2008;ХСМУ Барабинск
3967;01.10.2003;01.01.2008;ХСМУ Барнаул
3968;01.10.2003;01.01.2008;ОЗЖБК
3969;01.10.2003;01.01.2008;ОДРММ
3970;01.10.2003;01.01.2008;ОДМ
3971;01.10.2003;01.01.2008;СУ-5
3972;01.10.2003;01.01.2008;ОЗЖБК Белово
3973;01.10.2003;01.01.2008;СМП-660
3974;01.10.2003;01.01.2008;СМП-709
3975;01.10.2003;01.01.2008;СМП-730
3976;01.10.2003;01.01.2008;СМП-767
3977;01.10.2003;01.01.2008;ПМК-19
3978;01.10.2003;01.01.2008;ЗСМК
3979;01.10.2003;01.01.2006;СМП-374 СМТ-4
3980;01.10.2003;01.01.2006;СМП-626 СМТ-4
3981;01.10.2003;01.01.2006;МП-33 СМТ-4
3982;01.10.2003;01.01.2006;ХСМУ-1 СМТ-4
3983;01.10.2003;01.01.2006;СМП-180
3984;01.10.2003;01.01.2006;СМП-739
3985;01.10.2003;01.01.2006;СМП-657
3986;01.10.2003;01.01.2006;СУ 2
3987;01.10.2003;01.01.2006;СМП 353
3988;01.10.2003;01.01.2006;СМП 362
3989;01.10.2003;01.01.2006;СМП 770
3990;01.10.2003;01.01.2006;СМТ №2 Чернях.
3991;01.10.2003;01.01.2006;СМУ Буй
3992;01.10.2003;01.01.2006;СМУ Сосногорск
3993;01.10.2003;01.01.2006;МСП 59
3994;01.10.2003;01.01.2006;ЖБК и СД Вологд
3995;01.10.2003;01.01.2006;РММ
3996;01.10.2003;01.04.2009;Ачинский ОРС
3997;01.10.2003;01.04.2009;Абаканский ОРС
3998;01.10.2003;01.04.2009;ОРС
3999;01.10.2003;01.04.2009;САЯНСКЖЕЛТОРГ
4000;01.10.2003;01.01.2006;СМП № 101
4001;01.10.2003;01.01.2006;СМТ №132
4002;01.10.2003;01.01.2006;СМТ № 536
4003;01.10.2003;01.01.2006;СМТ № 620
4004;01.10.2003;01.01.2006;МСП -829
4005;01.10.2003;01.01.2006;БХРУ
4006;01.10.2003;01.01.2006;СХРУ
4007;01.10.2003;01.01.2006;ЗЖБК и СД
4008;01.10.2003;01.01.2006;ЗЖБК и СД
4016;01.10.2003;01.01.2006;АЖБК
4017;01.10.2003;01.01.2006;БЖЗК
4018;01.10.2003;01.01.2006;ЦЭиР Тюмень
4019;01.10.2003;01.01.2006;ЦЭиР Н.Тагил
4020;01.10.2003;01.01.2006;Автобаза Н.Таги
4021;01.10.2003;01.01.2006;Автобаза Сургут
4038;01.10.2003;01.01.2006;СМП-625 СМТ-4
4039;01.10.2003;01.01.2006;СМП-631 СМТ-4
4040;01.10.2003;01.01.2006;СМУ-3 СМТ-4
4041;01.10.2003;01.01.2006;СМП-366 СМТ-4
4080;01.10.2003;01.01.2006;МО №3
4081;01.10.2003;01.01.2006;МСП 15
4082;01.10.2003;01.01.2006;МСП 19
4083;01.10.2003;01.01.2006;МСП 20
4084;01.10.2003;01.01.2006;Мех.кол. 22
4085;01.10.2003;01.01.2006;Мостотоннельвне
4086;01.10.2003;01.01.2006;Завод СМТ
4087;01.10.2003;01.01.2006;Завод желез.из
4089;01.10.2003;01.07.2009;Трансконтейнер
4090;01.10.2003;01.07.2009;Трансконтейнер
4091;01.10.2003;01.07.2009;Трансконтейнер
4092;01.10.2003;01.07.2009;Трансконтейнер
4093;01.10.2003;01.07.2009;Трансконтейнер
4094;01.10.2003;01.01.2006;СУ-1 СМТ ЖДТ
4095;01.10.2003;01.01.2006;СУ-2 СМТ ЖДТ
4096;01.10.2003;01.01.2006;ССМУ-1 СМТ ЖДТ
4097;01.10.2003;01.01.2006;СМП-770 СМТ ЖДТ
4098;01.10.2003;01.01.2006;СМП-756 СМТ ЖДТ
4099;01.10.2003;01.01.2006;АТП СМТ ЖДТ
4100;01.10.2003;01.01.2006;ГСМП СМТ-4
4101;01.10.2003;01.01.2006;Пудлинговский щ
4105;01.10.2003;01.01.2006;СМП-183
4106;01.10.2003;01.01.2006;СМП-792
4107;01.10.2003;01.01.2006;СМП-663
4109;01.10.2003;01.01.2006;СМП-701
4110;01.10.2003;01.01.2006;МСП-3
4111;01.10.2003;01.01.2006;СУ-1
4114;01.10.2003;01.01.2006;СМП-654
4115;01.10.2003;01.01.2006;ССМП-796
4117;01.10.2003;01.01.2006;ЖБК и СД
4119;01.10.2003;01.01.2006;ПЧП
4122;01.10.2003;01.01.2006;строительная пл
4125;01.10.2003;01.01.2006;ХРУ СМТ №9
4126;01.01.2004;01.08.2007;Руководство
4127;01.01.2004;14.07.2011;РРУ
4128;01.01.2004;14.07.2011;РНУ
4129;01.01.2004;23.09.2011;ЭЧС-15 ст.Абакан
4130;01.01.2004;27.08.2011;ЭЧС-16 ст.Аскиз
4131;01.01.2004;01.04.2007;Руководство
4132;01.01.2004;14.07.2011;Бригада ЭЦ и а/бл  Минусинск-Туба
4133;01.01.2004;14.07.2011;Бригада ЭЦ и а/бл  Абакан-Подсиний
4134;01.01.2004;14.07.2011;Бригада ЭЦ и а/бл  Ташеба-Тигей
4135;01.01.2004;14.07.2011;Бригада ЭЦ и а/бл  Хоных-Чартыковский
4136;01.01.2004;01.04.2007;
4137;01.01.2004;10.07.2006;АТС
4138;01.01.2004;31.10.2006;Бригада по обслуживанию устройств контро
4139;01.01.2004;31.10.2006;Бригада по обслуживанию устройств контро
4140;01.01.2004;31.10.2006;Бригада по обслуживанию устройств контро
4141;01.01.2004;14.07.2011;ЭЧЭ-18 ст.Теба
4142;01.01.2004;14.07.2011;ЭЧЭ-19 ст.Чарыш
4143;01.01.2004;30.06.2011;ЭЧЭ-20 ст.Бискамжа
4144;01.01.2004;30.06.2011;ЭЧЭ-21 ст.Югачи
4145;01.01.2004;30.06.2011;ЭЧЭ-22 ст.Камышта
4146;01.01.2004;31.05.2011;КТСМ Ташеба-Туба
4147;01.01.2004;31.07.2006;Вокзальная автоматика
4148;01.01.2004;31.07.2006;КРП
4149;01.01.2004;31.07.2006;Кабельная магистраль
4150;01.01.2004;31.07.2006;Связь Подсиний-Туба
4151;01.01.2004;31.07.2006;Кабельная группа
4152;01.01.2004;31.07.2006;Цех по обсл. и ремонту лин.уст.-в связи
4153;01.01.2004;31.07.2006;Связь НОД-1
4154;01.01.2004;21.04.2010;Бригада технич. документации и гр.надежн
4155;01.01.2004;08.02.2010;Группа диспетчерского контроля
4156;01.01.2004;01.07.2006;ТТС - ТЕЛЕГРАФ
4157;01.01.2004;11.07.2006;ТТС - ТЕЛЕФОНИСТЫ
4158;01.01.2004;01.07.2006;ЛАЦ
4159;01.01.2004;01.07.2006;БРИГАДА СВЯЗИ 1
4160;01.01.2004;11.07.2006;БРИГАДА СВЯЗИ 2
4161;01.01.2004;22.07.2011;ЭЧЭ-23 ст.Ташеба
4162;01.01.2004;30.06.2011;ЭЧЭ-24 ст.Крупская
4163;01.01.2004;30.06.2011;ЭЧЭ-25 ст.Курагино
4164;01.01.2004;14.07.2011;ЭЧЭ-26 ст.Кошурниково
4165;01.01.2004;30.06.2011;ЭЧК-27 ст.Теба
4166;01.01.2004;31.07.2006;Телефонная станция
4167;01.01.2004;20.10.2006;Телеграф
4168;01.01.2004;30.09.2006;Связь ДЦ
4169;01.01.2004;31.07.2006;ЛАЗ
4170;01.01.2004;31.07.2006;АТС
4171;01.01.2004;14.07.2011;ЭЧК-28 ст.Балыксу
4172;01.01.2004;14.07.2011;ЭЧК-29 ст.Бискамжа
4173;01.01.2004;14.07.2011;ЭЧК-30 ст.Казановская
4174;01.01.2004;14.07.2011;ЭЧК-31 ст.Аскиз
4175;01.01.2004;22.07.2011;ЭЧК-32 ст.Ханкуль
4176;01.01.2004;14.07.2011;Ремонтно-технологический участок
4177;01.01.2004;30.06.2011;Бригада механизации и автотранспорта
4178;01.01.2004;30.09.2009;пост ДЦ
4179;01.01.2004;01.07.2006;БРИГАДА СВЯЗИ 3
4180;01.01.2004;01.07.2006;ЦЕХ ПО РЕМОНТУ МАГ.КАБЕЛЯ
4181;01.01.2004;24.07.2006;БРИГАДА РАДИОСВЯЗИ
4182;01.01.2004;01.06.2006;ГРУППА ТЕХ.ДОКУМЕНТАЦИИ
4183;01.01.2004;29.04.2010;Бригада технической документации и надеж
4183;30.04.2010;31.05.2011;Бригада технической документации и пасп.
4184;01.01.2004;14.07.2011;ЭЧК-33 ст.Абакан
4185;01.01.2004;23.09.2011;ЭЧК-34 ст.Крупская
4186;01.01.2004;14.07.2011;ЭЧК-35 ст.Курагино
4187;01.01.2004;14.07.2011;ЭЧК-36 ст.Кошурниково
4188;01.01.2004;01.09.2008;РМУ-37
4194;01.01.2004;29.09.2006;БРИГАДА ОПС
4195;01.01.2004;30.06.2011;Бригада механизации и автотранспорта
4196;01.01.2004;30.10.2006;Бригада по обслуживанию устройств сигнал
4197;01.01.2004;30.10.2006;Бригада по обслуживанию устройств сигнал
4198;01.01.2004;30.10.2006;Бригада по обслуживанию устройств сигнал
4199;01.01.2004;31.10.2006;Бригада по обслуживанию устройств сигнал
4200;01.01.2004;30.09.2006;Бригада по обслуживанию устройств сигнал
4201;01.01.2004;27.08.2011;Бригада по проверке и ремонту приборов с
4202;01.01.2004;01.04.2007;Руководство
4203;01.01.2004;25.08.2006;ЦЕХ ОБСЛУЖИВАНИЯ
4204;01.01.2004;30.06.2011;Бригада по обслуживанию устройств сигнал
4205;01.01.2004;30.06.2011;Бригада по обслуживанию устройств сигнал
4206;01.01.2004;30.06.2011;Бригада по обслуживанию устройств сигнал
4207;01.01.2004;30.06.2011;Бригада по обслуживанию устройств сигнал
4208;01.01.2004;30.06.2011;Бригада по обслуживанию устройств контро
4209;01.01.2004;01.06.2011;Бригада по обслуживанию устройств контро
4210;01.01.2004;02.10.2011;Бригада по проверке и ремонту приборов с
4211;01.01.2004;30.06.2011;Бригада тех. документации и пасп. уст-в
4212;01.01.2004;30.06.2011;Бригада по надежности
4213;01.01.2004;31.07.2006;ЦЕХ МЕХАНИЗАЦИИ
4214;01.01.2004;30.06.2011;Бригада механизации и автотранспорта
4215;01.01.2004;30.06.2006;ЦЕХ КАБЕЛЬНАЯ СВЯЗЬ № 1
4216;01.01.2004;29.07.2006;ЦЕХ КАБЕЛЬНАЯ СВЯЗЬ № 2
4217;01.01.2004;30.06.2006;ЦЕХ КАБЕЛЬНАЯ СВЯЗЬ № 3
4218;01.01.2004;30.06.2006;ЦЕХ ОУП СТ.МАНА
4219;01.01.2004;30.06.2006;ЦЕХ ОУП СТ.КУРАГИНО
4220;01.01.2004;30.06.2006;ЦЕХ МЕСТНАЯ СЕТЬ СТ.КУРАГИНО
4221;01.01.2004;06.07.2006;ЦЕХ ЛАЦ СТ.КОШУРНИКОВО
4223;01.01.2004;30.06.2006;ЦЕХ МЕСТНАЯ СЕТЬ СТ.КОШУРНИКОВО
4224;01.01.2004;30.06.2006;ЦЕХ ТЕЛЕГРАФА
4225;01.01.2004;30.06.2006;ЦЕХ ТЕЛЕФОНИСТОВ
4226;01.01.2004;30.06.2006;КИП СВЯЗИ
4227;01.01.2004;30.06.2006;ЦЕХ РАДИОСВЯЗИ
4653;01.01.2004;30.09.2006;Цех №80 Аппарат управления
4653;01.10.2006;26.04.2007;Руководство
4662;01.01.2004;01.04.2007;Руководство
4663;01.01.2004;02.05.2008;Аппарат управления
4664;01.01.2004;30.06.2011;РНЦ ст.Саянская
4665;01.01.2004;14.07.2011;ЭЧК-41 ст.Саянская
4666;01.01.2004;25.09.2011;ЭЧЭ-31 ст.Саянская
4667;01.01.2004;14.07.2011;РРУ ст.Саянская
4668;01.01.2004;28.10.2009;Хозяйственный отдел
4669;01.01.2004;31.05.2011;ЭЧС ст.Саянская
4670;01.01.2004;30.06.2011;ЭЧЭ-35 ст.Запань
4671;01.01.2004;30.06.2011;ЭЧК-45 ст.Запань
4672;01.01.2004;27.08.2011;ЭЧК-44 ст.Саранчет
4674;01.01.2004;05.06.2006;Сектор архива и учета вх.и вых. докум-ов
4675;01.01.2004;23.01.2007;Бухгалтерия
4676;01.01.2004;22.07.2011;ЭЧЭ-33,34 ст.Абакумовка,ст.Кварцит
4677;01.01.2004;30.06.2011;ЭЧК-43 ст.Абакумовка
4678;01.01.2004;25.09.2011;ЭЧЭ-32 ст.Ирбейская
4679;01.01.2004;20.10.2011;ЭЧК-42 ст.Ирбейская
4680;01.01.2004;14.07.2011;ЭЧЭ-27 ст.Щетинкино
4681;01.01.2004;30.06.2011;ЭЧК-37 ст.Щетинкино
4682;01.01.2004;30.06.2011;ЭЧК-38 ст.Жайма
4683;01.01.2004;25.09.2011;ЭЧЭ-28,29 ст.Крол,Мана
4684;01.01.2004;30.06.2011;ЭЧК-39 ст.Мана
4685;01.01.2004;31.05.2011;ЭЧЭ-30 ст.Кравченко
4686;01.01.2004;30.06.2011;ЭЧК-40 ст.Кравченко
4687;01.01.2004;30.09.2009;Цех автотранспорта
4687;01.10.2009;31.12.2011;Автотранспортный участок
4687;01.01.2012;20.01.2012;Автотранспортный участок
4688;01.01.2004;31.12.2011;Столовая
4688;01.01.2012;14.03.2012;Столовая
4689;01.01.2004;20.12.2006;Почтовая экспедиция
4689;21.12.2006;31.12.2011;Экспедиция
4689;01.01.2012;07.02.2012;Экспедиция
4690;01.01.2004;16.01.2008;Производственный штат управления дороги
4731;01.01.2004;02.07.2007;Аппарат управления
4732;01.01.2004;28.02.2005;ЭЦ ст. Ачинск-2
4732;01.03.2005;30.06.2011;Бригада СЦБ ст.Ачинск II
4733;01.01.2004;28.02.2005;АБ Ачинск 2 - 46 км
4733;01.03.2005;31.05.2011;Бригада СЦБ ст.Ачинск II - 46км
4734;01.01.2004;26.10.2005;АБ 64 км-К.Сопка
4735;01.01.2004;28.02.2005;ЭЦ Назарово-64 км
4735;01.03.2005;30.06.2011;Бригада СЦБ ст.Назарово - 64км
4737;01.01.2004;28.02.2005;ЭЦ ст. Ачинск-1 бригада №2
4737;01.03.2005;15.02.2010;Бригада СЦБ Ачинск 1-Ценр.горл. - Вост.п
4738;01.01.2004;28.02.2005;АБ Тарутино бригада №3
4738;01.03.2005;14.07.2011;Бригада СЦБ Ачинск I -Чернореченская
4739;01.01.2004;28.02.2005;Пост ЭЦ ст. Ачинск-1 бригада №4
4739;01.03.2005;18.03.2009;Пост ЭЦ ст. Ачинск-I
4740;01.01.2004;28.02.2005;ЭЦ ст. Н.Еловка
